AIRLINE,ORIGIN,DESTINAT,RDEPDATE,DEPTIME,RARRDATE,ARRTIME,CLASS
AF,NCE,ORY,04/12/2016,16:20,04/12/2016,17:45,U
AF,ORY,BOD,04/07/2016,18:45,04/07/2016,19:50,W
AF,ORY,BOD,04/14/2016,18:45,04/14/2016,19:50,W
LH,MUC,KRK,04/11/2016,11:15,04/11/2016,12:35,V
AF,TRN,CDG,04/07/2016,18:50,04/07/2016,20:15,Y
AF,ORY,MRS,04/04/2016,16:35,04/04/2016,17:50,M
AF,BCN,CDG,04/15/2016,15:10,04/15/2016,17:05,L
AF,TRN,CDG,04/20/2016,15:40,04/20/2016,17:15,H
AF,BCN,CDG,04/15/2016,15:10,04/15/2016,17:05,L
AF,BOS,CDG,03/18/2016,17:58,03/19/2016,6:10,U
AF,BOS,CDG,03/19/2016,21:10,03/20/2016,8:40,U
AF,BOS,CDG,03/18/2016,17:58,03/19/2016,6:10,U
AF,BOS,CDG,03/18/2016,21:10,03/19/2016,8:40,U
AF,BOS,CDG,03/19/2016,21:10,03/20/2016,8:40,U
AF,BOS,CDG,03/19/2016,21:10,03/20/2016,8:40,U
AF,BOS,CDG,03/24/2016,21:10,03/25/2016,8:40,U
AA,JFK,BOS,03/14/2016,15:55,03/14/2016,17:14,F
KL,AMS,NRT,03/25/2016,14:25,03/26/2016,9:40,M
SQ,PEK,SIN,03/26/2016,16:40,03/26/2016,23:20,H
LX,ZRH,SIN,03/27/2016,22:45,03/28/2016,17:20,P
AF,ATL,SAN,04/17/2016,16:35,04/17/2016,18:28,A
SQ,PEK,SIN,03/26/2016,16:40,03/26/2016,23:20,H
SQ,PEK,SIN,03/26/2016,16:40,03/26/2016,23:20,H
KL,BOS,AMS,03/24/2016,20:13,03/25/2016,8:15,M
LH,FRA,GOT,04/03/2016,12:15,04/03/2016,13:50,U
AF,BOS,CDG,03/18/2016,21:10,03/19/2016,8:40,U
AF,BOS,CDG,03/18/2016,21:10,03/19/2016,8:40,U
AF,BOS,CDG,03/19/2016,21:10,03/20/2016,8:40,U
AF,BOS,CDG,03/19/2016,21:10,03/20/2016,8:40,U
SQ,PVG,SIN,04/01/2016,,04/01/2016,5:55,E
AF,AMS,CDG,04/01/2016,17:45,04/01/2016,19:00,Q
AF,PVG,CDG,06/03/2016,,06/03/2016,6:30,T
BA,LHR,SAN,04/11/2016,15:35,04/11/2016,18:35,E
DL,NRT,SIN,04/01/2016,17:10,04/01/2016,23:55,U
QR,DOH,CDG,04/04/2016,14:30,04/04/2016,20:40,N
AF,ORY,TLN,03/21/2016,10:40,03/21/2016,12:00,V
AF,MRS,ORY,03/07/2016,18:40,03/07/2016,20:00,S
4U,TXL,CDG,03/04/2016,18:10,03/04/2016,19:55,Y
AF,YYZ,CDG,04/14/2016,18:30,04/15/2016,8:05,I
AF,NCE,ORY,03/10/2016,17:50,03/10/2016,19:15,S
AF,YYZ,CDG,04/14/2016,18:30,04/15/2016,8:05,I
DL,DTW,CLE,03/16/2016,20:00,03/16/2016,20:57,H
LH,MUC,PRG,03/08/2016,11:30,03/08/2016,12:20,Q
AF,LAX,PPT,04/25/2016,16:40,04/25/2016,22:00,K
AF,LAX,PPT,04/25/2016,16:40,04/25/2016,22:00,K
A5,TLS,LIL,04/01/2016,15:30,04/01/2016,17:00,E
AF,MPL,CDG,03/16/2016,20:30,03/16/2016,22:00,A
LH,MUC,WRO,03/14/2016,11:15,03/14/2016,12:25,B
AF,CDG,FRA,04/03/2016,18:40,04/03/2016,20:00,R
AF,MRS,ORY,04/15/2016,18:30,04/15/2016,19:50,R
AF,CDG,MPL,03/25/2016,21:20,03/25/2016,22:40,U
BE,MAN,CDG,04/12/2016,17:35,04/12/2016,20:10,M
BE,MAN,CDG,04/12/2016,17:35,04/12/2016,20:10,M
AF,ORY,NCE,03/30/2016,17:10,03/30/2016,18:35,H
LH,FRA,IST,03/23/2016,19:45,03/23/2016,23:40,B
AF,CDG,BOD,04/01/2016,16:15,04/01/2016,17:30,W
AF,CDG,BOD,04/07/2016,19:00,04/07/2016,20:15,W
LX,ARN,ZRH,04/05/2016,19:35,04/05/2016,22:00,W
AF,BHX,CDG,04/07/2016,9:20,04/07/2016,11:40,T
AF,ORY,NCE,03/30/2016,19:30,03/30/2016,20:55,M
UU,MRU,RUN,04/18/2016,18:20,04/18/2016,19:05,V
AF,HEL,CDG,05/19/2016,16:05,05/19/2016,18:10,T
AF,GLA,CDG,04/15/2016,9:00,04/15/2016,11:50,T
TK,SAW,CDG,04/07/2016,13:15,04/07/2016,16:05,W
AF,CDG,BOD,04/01/2016,16:15,04/01/2016,17:30,W
SQ,SIN,CDG,06/20/2016,,06/20/2016,7:30,J
AF,CDG,FRA,04/05/2016,18:40,04/05/2016,20:00,T
AF,CDG,FRA,04/05/2016,18:40,04/05/2016,20:00,T
LH,MUC,WRO,03/29/2016,15:00,03/29/2016,16:10,H
AF,MUC,CDG,04/18/2016,20:40,04/18/2016,22:20,L
AF,ZRH,CDG,04/13/2016,20:55,04/13/2016,22:15,T
AF,ZRH,CDG,04/13/2016,20:55,04/13/2016,22:15,Y
AF,NCE,ORY,05/17/2016,6:00,05/17/2016,7:25,H
AF,LYS,RNS,04/08/2016,20:10,04/08/2016,21:25,W
A5,NCE,LYS,03/29/2016,18:20,03/29/2016,19:15,E
AA,LHR,BWI,03/08/2016,13:50,03/08/2016,17:35,K
BA,LHR,BWI,03/08/2016,13:50,03/08/2016,17:35,K
BA,LHR,BWI,03/08/2016,13:50,03/08/2016,17:35,K
LH,FRA,JFK,03/20/2016,10:50,03/20/2016,14:50,Z
A5,MRS,BOD,03/17/2016,18:55,03/17/2016,20:05,M
AF,BOS,CDG,03/18/2016,21:10,03/19/2016,8:40,U
AF,BOS,CDG,03/18/2016,21:10,03/19/2016,8:40,U
DL,BOS,CDG,03/25/2016,21:10,03/26/2016,8:40,W
AA,LHR,BWI,03/08/2016,13:50,03/08/2016,17:35,K
BA,LHR,BWI,03/08/2016,13:50,03/08/2016,17:35,K
T7,STR,LYS,03/17/2016,19:50,03/17/2016,21:10,Y
AF,BOS,CDG,03/24/2016,21:10,03/25/2016,8:40,U
AF,BOS,CDG,03/25/2016,21:10,03/26/2016,8:40,U
AF,ORY,NCE,04/29/2016,12:50,04/29/2016,14:15,W
EK,DXB,MCT,04/15/2016,8:30,04/15/2016,9:30,B
SQ,PEK,SIN,03/26/2016,16:40,03/26/2016,23:20,H
TG,BKK,ZRH,04/09/2016,1:05,04/09/2016,7:50,Y
TG,BKK,ZRH,04/09/2016,1:05,04/09/2016,7:50,Y
KL,AMS,TPE,04/11/2016,20:40,04/12/2016,14:45,R
LH,FRA,SFO,04/11/2016,13:55,04/11/2016,16:15,Z
EK,DXB,MCT,04/15/2016,8:30,04/15/2016,9:30,B
CE,LIG,LYS,01/26/2016,17:50,01/26/2016,18:55,U
AF,JNB,CDG,05/19/2016,18:50,05/20/2016,5:40,M
AF,ATL,CMH,09/12/2016,16:10,09/12/2016,17:44,A
LH,FRA,EWR,04/17/2016,13:20,04/17/2016,15:45,D
AF,CDG,LYS,03/04/2016,10:10,03/04/2016,11:20,L
AF,NCE,LYS,02/25/2016,18:20,02/25/2016,19:15,Y
AF,LHR,CDG,03/18/2016,17:50,03/18/2016,20:00,K
AF,DTW,IND,03/06/2016,20:28,03/06/2016,21:41,L
AF,PIS,LYS,03/07/2016,17:50,03/07/2016,18:55,M
AF,TLS,ORY,03/11/2016,15:35,03/11/2016,16:55,U
AF,ORY,NCE,03/25/2016,11:50,03/25/2016,13:10,T
BA,BWI,LHR,03/10/2016,19:15,03/11/2016,7:30,Y
AF,SCL,CDG,06/10/2016,16:30,06/11/2016,11:15,Z
IB,VLC,MAD,04/06/2016,9:30,04/06/2016,10:25,P
AF,BES,LYS,03/21/2016,17:40,03/21/2016,19:10,S
AA,SFO,LHR,02/03/2016,20:20,02/04/2016,14:45,K
AA,SFO,LHR,02/03/2016,20:20,02/04/2016,14:45,K
AF,LYS,NTE,03/10/2016,20:05,03/10/2016,21:15,W
KL,LHR,AMS,03/18/2016,17:05,03/18/2016,19:25,W
AF,LAX,CDG,03/23/2016,22:20,03/24/2016,17:00,K
BA,LHR,DEN,04/04/2016,14:50,04/04/2016,17:35,R
AF,LHR,CDG,03/18/2016,17:50,03/18/2016,20:00,U
AF,NCL,CDG,05/18/2016,6:25,05/18/2016,9:15,T
LH,DXB,MUC,03/17/2016,9:20,03/17/2016,13:00,V
LH,WRO,MUC,03/18/2016,13:00,03/18/2016,14:10,B
AF,FSC,MRS,03/17/2016,7:00,03/17/2016,8:10,Q
KL,MNL,AMS,04/03/2016,19:50,04/04/2016,6:45,Z
AZ,SFO,CDG,04/26/2016,16:00,04/27/2016,11:35,X
LH,HAM,MUC,04/27/2016,19:00,04/27/2016,20:15,W
AF,CDG,MAN,03/14/2016,9:40,03/14/2016,10:20,U
AF,LAX,CDG,03/23/2016,22:20,03/24/2016,17:00,K
AF,CDG,NCE,03/16/2016,21:30,03/16/2016,23:00,H
DL,DLH,MSP,04/22/2016,14:25,04/22/2016,15:24,K
LH,DME,FRA,04/08/2016,13:45,04/08/2016,16:05,S
AF,SVO,CDG,03/25/2016,13:05,03/25/2016,15:00,U
AF,SVO,CDG,03/25/2016,13:05,03/25/2016,15:00,U
AF,SVO,CDG,03/25/2016,13:05,03/25/2016,15:00,U
AF,BOS,CDG,04/07/2016,20:20,04/08/2016,9:10,N
AF,HAM,CDG,04/20/2016,6:20,04/20/2016,7:55,T
AF,HEL,CDG,04/29/2016,12:15,04/29/2016,14:20,R
AF,ORY,NCE,04/14/2016,18:10,04/14/2016,19:35,Q
LX,WAW,ZRH,03/31/2016,14:35,03/31/2016,16:35,H
AF,GDL,MEX,06/09/2016,17:00,06/09/2016,18:28,J
AF,TRN,CDG,04/14/2016,15:40,04/14/2016,17:15,T
AF,SLC,SAN,04/26/2016,15:00,04/26/2016,15:48,K
AF,MPL,NTE,05/13/2016,16:10,05/13/2016,17:25,B
AF,SXB,LYS,03/23/2016,13:50,03/23/2016,14:50,L
KL,SFO,AMS,04/26/2016,13:55,04/27/2016,9:15,N
AF,LYS,LIL,03/09/2016,20:00,03/09/2016,21:15,W
AF,GDL,MEX,06/09/2016,17:00,06/09/2016,18:28,J
KL,OTP,AMS,04/02/2016,7:05,04/02/2016,9:00,R
SN,HAM,BRU,04/28/2016,18:55,04/28/2016,20:05,S
AF,LHR,CDG,05/04/2016,17:45,05/04/2016,20:00,T
AF,BES,LYS,03/22/2016,17:40,03/22/2016,19:10,S
AF,NTE,TLS,03/25/2016,19:20,03/25/2016,20:20,K
AZ,FCO,CDG,04/19/2016,12:50,04/19/2016,15:00,K
AF,CDG,TLS,03/24/2016,18:20,03/24/2016,19:40,W
AF,CDG,BIQ,03/27/2016,16:20,03/27/2016,17:45,U
AF,GDL,MEX,06/09/2016,17:00,06/09/2016,18:28,M
LH,PHL,FRA,03/24/2016,18:50,03/25/2016,7:50,U
KL,AMS,BOD,03/24/2016,20:25,03/24/2016,22:05,Z
AF,JFK,CDG,04/21/2016,19:20,04/22/2016,8:35,Q
UA,BDL,IAD,04/08/2016,14:44,04/08/2016,16:17,Q
AF,CDG,PUF,04/15/2016,8:40,04/15/2016,10:05,E
AF,JFK,CDG,04/21/2016,19:20,04/22/2016,8:35,Q
AF,TRN,CDG,04/14/2016,15:40,04/14/2016,17:15,T
AF,BES,LYS,03/30/2016,17:40,03/30/2016,19:15,S
BA,DUB,LHR,04/07/2016,17:00,04/07/2016,18:20,O
BA,LHR,CDG,04/09/2016,10:50,04/09/2016,13:10,Y
AF,BES,CDG,03/21/2016,18:20,03/21/2016,19:40,S
AF,BES,LYS,03/21/2016,17:40,03/21/2016,19:10,S
AF,CFE,LYS,04/05/2016,18:15,04/05/2016,18:55,W
AF,CDG,BOD,04/09/2016,16:15,04/09/2016,17:30,W
KL,MUC,AMS,04/28/2016,17:45,04/28/2016,19:20,E
AF,HND,CDG,04/15/2016,22:50,04/16/2016,4:30,J
AF,NTE,LYS,04/09/2016,14:25,04/09/2016,15:30,M
AF,PVG,CDG,07/01/2016,23:25,07/02/2016,5:35,C
SK,AAR,CPH,04/01/2016,10:50,04/01/2016,11:30,W
AF,OTP,CDG,04/02/2016,9:15,04/02/2016,11:35,R
AF,LHR,CDG,03/30/2016,17:45,03/30/2016,20:00,K
KL,IST,AMS,04/06/2016,17:00,04/06/2016,19:40,H
EK,HKG,DXB,05/07/2016,7:50,05/07/2016,12:15,T
AF,BES,CDG,03/21/2016,18:20,03/21/2016,19:40,S
AF,ETZ,LYS,04/20/2016,13:50,04/20/2016,14:50,M
AF,CDG,TRN,04/13/2016,20:50,04/13/2016,22:25,T
AF,CMH,DTW,04/22/2016,15:35,04/22/2016,16:41,L
DL,DTW,DEN,06/05/2016,20:08,06/05/2016,21:28,P
AF,GOT,CDG,04/01/2016,15:50,04/01/2016,18:00,Q
AF,GOT,CDG,04/01/2016,15:50,04/01/2016,18:00,Q
AF,BES,LYS,03/31/2016,13:15,03/31/2016,14:50,S
TP,OPO,ORY,04/14/2016,19:45,04/14/2016,22:55,T
EK,HKG,DXB,05/13/2016,7:50,05/13/2016,12:15,T
EK,HKG,DXB,05/07/2016,7:50,05/07/2016,12:15,T
A5,MRS,LYS,04/06/2016,18:00,04/06/2016,18:55,Y
UA,TPA,FRA,04/08/2016,20:10,04/09/2016,11:10,Q
KL,ARN,AMS,04/08/2016,6:35,04/08/2016,8:45,K
A5,BES,LYS,04/06/2016,17:40,04/06/2016,19:15,W
AF,MCO,ATL,05/13/2016,17:30,05/13/2016,19:11,K
SN,WAW,BRU,04/19/2016,17:10,04/19/2016,19:30,S
AF,CDG,BOD,04/13/2016,19:00,04/13/2016,20:15,W
AA,BOS,LHR,03/17/2016,22:30,03/18/2016,8:45,R
AF,BHX,CDG,03/16/2016,13:55,03/16/2016,16:15,H
OS,HAM,VIE,04/24/2016,19:55,04/24/2016,21:30,W
KL,AMS,CDG,03/25/2016,9:35,03/25/2016,10:50,Y
AV,LPB,BOG,04/23/2016,3:35,04/23/2016,6:17,Z
LH,GOT,MUC,04/05/2016,18:45,04/05/2016,20:35,S
KL,LAX,AMS,03/28/2016,13:45,03/29/2016,9:05,U
BA,SAN,DFW,04/14/2016,15:55,04/14/2016,20:49,Y
AF,TLS,LIL,03/10/2016,19:55,03/10/2016,21:30,Y
TK,IST,CDG,03/23/2016,10:45,03/23/2016,13:25,W
DL,CLE,ATL,03/18/2016,7:44,03/18/2016,9:35,B
LH,PRG,MUC,03/09/2016,16:20,03/09/2016,17:15,Q
AF,PPT,LAX,05/02/2016,23:45,05/03/2016,10:55,M
AF,PPT,LAX,05/02/2016,23:45,05/03/2016,10:55,M
AF,FRA,CDG,04/08/2016,17:10,04/08/2016,18:35,R
LX,ZRH,GVA,04/05/2016,22:35,04/05/2016,23:25,W
AF,FRA,CDG,04/07/2016,18:40,04/07/2016,20:00,T
AF,FRA,CDG,04/07/2016,18:40,04/07/2016,20:00,T
LH,WRO,MUC,04/01/2016,13:15,04/01/2016,14:20,W
AA,BWI,PHL,03/10/2016,16:20,03/10/2016,17:09,K
BA,BWI,LHR,03/10/2016,19:15,03/11/2016,7:30,Y
BA,BWI,LHR,03/10/2016,19:15,03/11/2016,7:30,Y
AA,BWI,PHL,03/10/2016,16:20,03/10/2016,17:09,K
BA,BWI,LHR,03/10/2016,19:15,03/11/2016,7:30,K
AF,IAD,CDG,03/19/2016,19:40,03/20/2016,8:05,W
AF,NCE,ORY,05/08/2016,9:55,05/08/2016,11:20,W
KL,TPE,AMS,04/26/2016,23:40,04/27/2016,6:45,R
LH,SFO,MUC,04/14/2016,20:45,04/15/2016,17:05,C
AF,EWR,CDG,04/15/2016,21:02,04/16/2016,10:45,K
LH,EWR,FRA,04/19/2016,19:30,04/20/2016,9:20,Z
AF,LYS,BOD,02/25/2016,20:10,02/25/2016,21:15,Y
AF,CDG,NTE,03/18/2016,21:05,03/18/2016,22:10,K
AF,LYS,TLS,03/07/2016,20:20,03/07/2016,21:20,M
AF,ORY,NCE,03/11/2016,17:40,03/11/2016,19:00,U
BA,LHR,LYS,03/11/2016,13:10,03/11/2016,15:50,Y
LH,SEA,FRA,03/25/2016,15:25,03/26/2016,9:10,L
IB,MAD,LYS,04/06/2016,16:10,04/06/2016,17:55,P
AF,LYS,LIL,03/21/2016,20:00,03/21/2016,21:15,S
UA,PBI,EWR,03/11/2016,14:05,03/11/2016,16:55,L
BA,LHR,CDG,02/04/2016,16:15,02/04/2016,18:35,K
BA,LHR,CDG,02/04/2016,16:15,02/04/2016,18:35,K
OS,SKP,VIE,05/13/2016,12:45,05/13/2016,14:25,Q
KL,AMS,SXB,03/18/2016,20:35,03/18/2016,21:40,W
BA,DEN,LHR,04/07/2016,19:40,04/08/2016,11:35,R
AF,CDG,RNS,03/18/2016,21:10,03/18/2016,22:10,U
AF,CDG,LYS,05/18/2016,10:05,05/18/2016,11:15,T
LH,MUC,LYS,03/17/2016,14:55,03/17/2016,16:15,V
LH,MUC,CDG,03/18/2016,15:35,03/18/2016,17:10,B
KL,AMS,LYS,04/04/2016,7:50,04/04/2016,9:25,J
AZ,CDG,FCO,04/27/2016,12:40,04/27/2016,14:45,X
LH,MUC,GVA,04/27/2016,21:40,04/27/2016,22:50,W
AF,MAN,CDG,03/16/2016,17:30,03/16/2016,20:10,B
AF,MSP,CDG,04/22/2016,17:07,04/23/2016,8:35,L
LH,FRA,LYS,04/08/2016,16:50,04/08/2016,18:05,S
AF,CDG,LYS,03/25/2016,16:20,03/25/2016,17:25,U
AF,CDG,LYS,03/25/2016,16:20,03/25/2016,17:25,U
AF,CDG,LYS,03/25/2016,16:20,03/25/2016,17:25,U
AF,CDG,BOD,04/20/2016,8:45,04/20/2016,10:00,T
LX,ZRH,LYS,03/31/2016,17:40,03/31/2016,18:45,H
AF,MEX,CDG,06/09/2016,20:35,06/10/2016,14:20,I
AF,CDG,BOD,04/14/2016,19:00,04/14/2016,20:15,T
AF,SAN,JFK,04/29/2016,6:30,04/29/2016,15:05,U
AF,LYS,TLS,03/23/2016,15:30,03/23/2016,16:30,L
KL,AMS,LYS,04/27/2016,11:45,04/27/2016,13:20,L
AF,MEX,CDG,06/09/2016,20:35,06/10/2016,14:20,I
AF,MLH,ORY,03/16/2016,18:30,03/16/2016,19:30,S
AF,AMS,NTE,04/02/2016,9:45,04/02/2016,11:20,R
BA,SFO,LHR,04/26/2016,19:15,04/27/2016,13:40,V
SN,BRU,LYS,04/28/2016,20:45,04/28/2016,22:05,S
AF,CDG,NTE,05/04/2016,21:10,05/04/2016,22:15,T
AF,LYS,LIL,03/22/2016,20:00,03/22/2016,21:15,S
LH,FRA,LYS,04/07/2016,9:05,04/07/2016,10:20,K
AF,MEX,CDG,06/09/2016,20:35,06/10/2016,14:20,M
AF,HKG,CDG,04/08/2016,22:50,04/09/2016,5:55,N
LH,FRA,TLS,03/25/2016,10:00,03/25/2016,11:40,U
UA,IAD,CDG,04/08/2016,17:20,04/09/2016,6:55,Q
AF,CDG,BOD,04/15/2016,8:45,04/15/2016,10:00,T
AF,LYS,LIL,03/30/2016,19:55,03/30/2016,21:10,S
BA,LHR,GVA,04/07/2016,20:05,04/07/2016,22:40,O
AF,LYS,LIL,03/21/2016,20:00,03/21/2016,21:15,S
AF,LYS,SXB,04/05/2016,19:55,04/05/2016,20:50,W
KL,AMS,BOD,04/28/2016,20:25,04/28/2016,22:05,E
SK,CPH,CDG,04/01/2016,12:45,04/01/2016,14:35,W
AF,CDG,NTE,04/02/2016,12:40,04/02/2016,13:45,R
AF,LYS,CDG,04/07/2016,19:00,04/07/2016,20:10,U
AF,CDG,NTE,03/30/2016,21:10,03/30/2016,22:15,K
KL,AMS,NTE,04/06/2016,20:25,04/06/2016,22:00,H
EK,DXB,LYS,05/07/2016,14:35,05/07/2016,19:30,T
AF,LYS,NTE,04/20/2016,15:15,04/20/2016,16:25,M
AF,TRN,CDG,04/15/2016,15:40,04/15/2016,17:15,T
AF,DTW,CDG,04/22/2016,18:11,04/23/2016,8:15,L
AF,DEN,CVG,06/10/2016,10:52,06/10/2016,15:30,I
AF,LYS,LIL,03/31/2016,15:35,03/31/2016,16:50,S
EK,DXB,LYS,05/13/2016,14:35,05/13/2016,19:30,T
EK,DXB,LYS,05/07/2016,14:35,05/07/2016,19:30,T
A5,LYS,PIS,04/06/2016,19:50,04/06/2016,21:00,Y
UA,FRA,CDG,04/09/2016,12:35,04/09/2016,13:45,Q
KL,AMS,MRS,04/08/2016,9:40,04/08/2016,11:30,K
A5,LYS,LIL,04/06/2016,19:55,04/06/2016,21:10,W
KL,HKG,AMS,04/21/2016,12:30,04/21/2016,18:30,H
AF,ATL,CDG,05/13/2016,20:45,05/14/2016,11:10,K
SN,BRU,LYS,04/19/2016,20:45,04/19/2016,22:05,S
AA,LHR,ORY,03/18/2016,10:40,03/18/2016,13:05,J
AF,HND,CDG,04/01/2016,22:50,04/02/2016,4:30,R
LX,PVG,ZRH,04/01/2016,9:30,04/01/2016,15:50,Z
AF,JFK,CDG,04/24/2016,18:20,04/25/2016,7:45,A
LH,MUC,CDG,04/05/2016,21:45,04/05/2016,23:20,S
KL,AMS,CDG,03/29/2016,10:40,03/29/2016,11:55,Y
BA,DFW,LHR,04/14/2016,22:00,04/15/2016,13:15,R
DL,ATL,CDG,03/18/2016,21:35,03/19/2016,10:45,B
LH,MUC,LYS,03/09/2016,18:25,03/09/2016,19:45,Q
AF,LAX,CDG,05/03/2016,18:35,05/04/2016,14:15,S
AF,LAX,CDG,05/03/2016,18:35,05/04/2016,14:15,S
AF,CDG,MPL,04/08/2016,21:10,04/08/2016,22:30,R
AF,CDG,MPL,04/07/2016,21:10,04/07/2016,22:30,T
AF,CDG,MPL,04/07/2016,21:10,04/07/2016,22:30,T
LH,MUC,LYS,04/01/2016,15:10,04/01/2016,16:30,W
AY,PHL,CDG,03/10/2016,18:30,03/11/2016,7:55,K
BA,LHR,LYS,03/11/2016,13:10,03/11/2016,15:50,Y
BA,LHR,LYS,03/11/2016,13:10,03/11/2016,15:50,Y
LH,EWR,FRA,03/24/2016,20:30,03/25/2016,9:15,Z
AY,PHL,CDG,03/10/2016,18:30,03/11/2016,7:55,K
BA,LHR,LYS,03/11/2016,13:10,03/11/2016,15:50,K
AF,ORY,FDF,05/08/2016,13:30,05/08/2016,16:00,S
EK,DXB,CDG,04/21/2016,8:20,04/21/2016,13:30,Q
KL,AMS,BSL,04/27/2016,8:25,04/27/2016,9:45,L
LH,MUC,TLS,04/15/2016,19:00,04/15/2016,20:45,C
EK,DXB,CDG,04/21/2016,8:20,04/21/2016,13:30,U
AF,BOS,CDG,09/15/2016,20:20,09/16/2016,9:10,A
LH,FRA,XER,04/20/2016,11:00,04/20/2016,13:30,Z
